entry_id,entry_type,relative_path,symbol_or_route,current_owner,business_semantics,phase4_carrier,classification_status,strategy,target_path,target_capability,blocking_tests,drop_phase,risk,notes
legacy:src/app/workline/services/device_command_gateway.py:_raise_device_command_governance_error,service,src/app/workline/services/device_command_gateway.py,_raise_device_command_governance_error,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_raise_device_status_precheck_wait,service,src/app/workline/services/device_command_gateway.py,_raise_device_status_precheck_wait,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_redact_device_command_payload,service,src/app/workline/services/device_command_gateway.py,_redact_device_command_payload,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_release_device_runtime_if_failed_command_was_current,service,src/app/workline/services/device_command_gateway.py,_release_device_runtime_if_failed_command_was_current,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_resolve_command_type_for_governance,service,src/app/workline/services/device_command_gateway.py,_resolve_command_type_for_governance,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_resolve_device_command_path,service,src/app/workline/services/device_command_gateway.py,_resolve_device_command_path,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_resolve_device_protocol_scheme,service,src/app/workline/services/device_command_gateway.py,_resolve_device_protocol_scheme,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_resolve_device_status_path,service,src/app/workline/services/device_command_gateway.py,_resolve_device_status_path,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/device_command_gateway.py:_resolve_device_status_timeout_seconds,service,src/app/workline/services/device_command_gateway.py,_resolve_device_status_timeout_seconds,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/dispatch_attempt_service.py:WorklineDispatchAttemptService,service,src/app/workline/services/dispatch_attempt_service.py,WorklineDispatchAttemptService,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/dispatch_attempt_service.py:_enum_value,service,src/app/workline/services/dispatch_attempt_service.py,_enum_value,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/dispatch_attempt_service.py:_finalize_attempt,service,src/app/workline/services/dispatch_attempt_service.py,_finalize_attempt,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/dispatch_attempt_service.py:_flush_if_supported,service,src/app/workline/services/dispatch_attempt_service.py,_flush_if_supported,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/dispatch_attempt_service.py:_next_attempt_no,service,src/app/workline/services/dispatch_attempt_service.py,_next_attempt_no,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/inbox_service.py:DuplicateInboxError,service,src/app/workline/services/inbox_service.py,DuplicateInboxError,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeInboxService.process_one,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/inbox_service.py:WorklineInboxService,service,src/app/workline/services/inbox_service.py,WorklineInboxService,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeInboxService.process_one,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/inbox_service.py:_SupportsIsoformat,service,src/app/workline/services/inbox_service.py,_SupportsIsoformat,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeInboxService.process_one,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/inbox_service.py:_format_deadline,service,src/app/workline/services/inbox_service.py,_format_deadline,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeInboxService.process_one,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/inbox_service.py:_validate_internal_handoff_correlation,service,src/app/workline/services/inbox_service.py,_validate_internal_handoff_correlation,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeInboxService.process_one,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/object_transition_event_service.py:ObjectTransitionEventService,service,src/app/workline/services/object_transition_event_service.py,ObjectTransitionEventService,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/object_transition_event_service.py:_domain_value,service,src/app/workline/services/object_transition_event_service.py,_domain_value,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/object_transition_event_service.py:_escape_key_part,service,src/app/workline/services/object_transition_event_service.py,_escape_key_part,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/object_transition_event_service.py:_required,service,src/app/workline/services/object_transition_event_service.py,_required,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/operation_service.py:WorklineOperationService,service,src/app/workline/services/operation_service.py,WorklineOperationService,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/operation_service.py:_enum_value,service,src/app/workline/services/operation_service.py,_enum_value,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/outbox_dispatch_service.py:DispatchResult,service,src/app/workline/services/outbox_dispatch_service.py,DispatchResult,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:OutboxDispatchService,service,src/app/workline/services/outbox_dispatch_service.py,OutboxDispatchService,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_block_outbox_for_device_busy,service,src/app/workline/services/outbox_dispatch_service.py,_block_outbox_for_device_busy,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_block_outbox_for_device_resource_wait,service,src/app/workline/services/outbox_dispatch_service.py,_block_outbox_for_device_resource_wait,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_block_outbox_for_workline_safety,service,src/app/workline/services/outbox_dispatch_service.py,_block_outbox_for_workline_safety,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_count_workline_safety_block_result,service,src/app/workline/services/outbox_dispatch_service.py,_count_workline_safety_block_result,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_dispatch_failure_diagnostic_code,service,src/app/workline/services/outbox_dispatch_service.py,_dispatch_failure_diagnostic_code,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_escalate_status_precheck_wait_if_needed,service,src/app/workline/services/outbox_dispatch_service.py,_escalate_status_precheck_wait_if_needed,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_is_device_busy_attempt,service,src/app/workline/services/outbox_dispatch_service.py,_is_device_busy_attempt,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_is_device_idle_for_requeue,service,src/app/workline/services/outbox_dispatch_service.py,_is_device_idle_for_requeue,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_is_dispatched_command,service,src/app/workline/services/outbox_dispatch_service.py,_is_dispatched_command,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_is_status_precheck_wait_over_ttl,service,src/app/workline/services/outbox_dispatch_service.py,_is_status_precheck_wait_over_ttl,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_latest_dispatch_attempt,service,src/app/workline/services/outbox_dispatch_service.py,_latest_dispatch_attempt,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_remember_blocked_head_device_scope,service,src/app/workline/services/outbox_dispatch_service.py,_remember_blocked_head_device_scope,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_repair_orphaned_device_busy_dispatches,service,src/app/workline/services/outbox_dispatch_service.py,_repair_orphaned_device_busy_dispatches,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_repair_self_blocked_device_busy_dispatches,service,src/app/workline/services/outbox_dispatch_service.py,_repair_self_blocked_device_busy_dispatches,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_resolve_device_id_for_target_code,service,src/app/workline/services/outbox_dispatch_service.py,_resolve_device_id_for_target_code,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_resource_wait_detail,service,src/app/workline/services/outbox_dispatch_service.py,_resource_wait_detail,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_resource_wait_diagnostic_key,service,src/app/workline/services/outbox_dispatch_service.py,_resource_wait_diagnostic_key,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/outbox_dispatch_service.py:_resource_wait_elapsed_seconds,service,src/app/workline/services/outbox_dispatch_service.py,_resource_wait_elapsed_seconds,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_hold_creation_service.py:RuntimeHoldCreationService,service,src/app/workline/services/runtime_hold_creation_service.py,RuntimeHoldCreationService,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeHoldService.evaluate,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_hold_creation_service.py:_dt_key,service,src/app/workline/services/runtime_hold_creation_service.py,_dt_key,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_creation_service.py:_enum_value,service,src/app/workline/services/runtime_hold_creation_service.py,_enum_value,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_creation_service.py:_int_attr,service,src/app/workline/services/runtime_hold_creation_service.py,_int_attr,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_creation_service.py:_json_attr,service,src/app/workline/services/runtime_hold_creation_service.py,_json_attr,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_creation_service.py:_required_int_attr,service,src/app/workline/services/runtime_hold_creation_service.py,_required_int_attr,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_creation_service.py:_str_attr,service,src/app/workline/services/runtime_hold_creation_service.py,_str_attr,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_query_service.py:RuntimeHoldQueryService,service,src/app/workline/services/runtime_hold_query_service.py,RuntimeHoldQueryService,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeHoldService.evaluate,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_hold_query_service.py:_as_dict,service,src/app/workline/services/runtime_hold_query_service.py,_as_dict,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_query_service.py:_enum_value,service,src/app/workline/services/runtime_hold_query_service.py,_enum_value,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:ReturnToNgReleaseContext,service,src/app/workline/services/runtime_hold_release_service.py,ReturnToNgReleaseContext,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:RuntimeHoldReleaseError,service,src/app/workline/services/runtime_hold_release_service.py,RuntimeHoldReleaseError,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeHoldService.evaluate,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_hold_release_service.py:RuntimeHoldReleaseService,service,src/app/workline/services/runtime_hold_release_service.py,RuntimeHoldReleaseService,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeHoldService.evaluate,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_hold_release_service.py:_as_dict,service,src/app/workline/services/runtime_hold_release_service.py,_as_dict,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:_enum_value,service,src/app/workline/services/runtime_hold_release_service.py,_enum_value,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:_is_valid_runtime_measurement_payload,service,src/app/workline/services/runtime_hold_release_service.py,_is_valid_runtime_measurement_payload,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:_latest_matching_late_callback_data,service,src/app/workline/services/runtime_hold_release_service.py,_latest_matching_late_callback_data,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:_requires_runtime_measurement_continue_payload,service,src/app/workline/services/runtime_hold_release_service.py,_requires_runtime_measurement_continue_payload,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:_runtime_continue_result_payload,service,src/app/workline/services/runtime_hold_release_service.py,_runtime_continue_result_payload,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:_valid_measurement_reel_payload,service,src/app/workline/services/runtime_hold_release_service.py,_valid_measurement_reel_payload,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_hold_release_service.py:_validate_runtime_measurement_continue_payload,service,src/app/workline/services/runtime_hold_release_service.py,_validate_runtime_measurement_continue_payload,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:RuntimeQueryService,service,src/app/workline/services/runtime_query_service.py,RuntimeQueryService,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_BlockedOutboxProjection,service,src/app/workline/services/runtime_query_service.py,_BlockedOutboxProjection,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_query_service.py:_DeviceIdentity,service,src/app/workline/services/runtime_query_service.py,_DeviceIdentity,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_RuntimeEvidenceSession,service,src/app/workline/services/runtime_query_service.py,_RuntimeEvidenceSession,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeSessionService.advance,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_query_service.py:_RuntimeResourceEvidenceProjection,service,src/app/workline/services/runtime_query_service.py,_RuntimeResourceEvidenceProjection,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_activity_dt,service,src/app/workline/services/runtime_query_service.py,_activity_dt,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_api_utc_datetime,service,src/app/workline/services/runtime_query_service.py,_api_utc_datetime,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_blocked_outbox_is_earlier,service,src/app/workline/services/runtime_query_service.py,_blocked_outbox_is_earlier,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/services/,RuntimeIntentLog.dispatch_effect,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_query_service.py:_build_device_identity_maps,service,src/app/workline/services/runtime_query_service.py,_build_device_identity_maps,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_command_duration_ms,service,src/app/workline/services/runtime_query_service.py,_command_duration_ms,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_datetime_or_none,service,src/app/workline/services/runtime_query_service.py,_datetime_or_none,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_dedupe_runtime_resource_evidence_items,service,src/app/workline/services/runtime_query_service.py,_dedupe_runtime_resource_evidence_items,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_device_identity_from_source,service,src/app/workline/services/runtime_query_service.py,_device_identity_from_source,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_device_session_clause,service,src/app/workline/services/runtime_query_service.py,_device_session_clause,workline,执行状态，目标迁 runtime/orchestration,False,final,rebuild,src/app/runtime/orchestration/ports/device_command.py,DeviceCommandPort.dispatch,tests/architecture/test_runtime_inbox_state_machine_guardrail.py;tests/contracts/workline/test_runtime_snapshot_contract.py,phase2,HIGH,
legacy:src/app/workline/services/runtime_query_service.py:_enum_str,service,src/app/workline/services/runtime_query_service.py,_enum_str,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_event_type_from_payload,service,src/app/workline/services/runtime_query_service.py,_event_type_from_payload,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_first_payload_str,service,src/app/workline/services/runtime_query_service.py,_first_payload_str,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_first_text,service,src/app/workline/services/runtime_query_service.py,_first_text,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_first_value,service,src/app/workline/services/runtime_query_service.py,_first_value,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_highest_priority_state,service,src/app/workline/services/runtime_query_service.py,_highest_priority_state,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_int_or_none,service,src/app/workline/services/runtime_query_service.py,_int_or_none,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_is_maintenance_device,service,src/app/workline/services/runtime_query_service.py,_is_maintenance_device,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_is_timed_out,service,src/app/workline/services/runtime_query_service.py,_is_timed_out,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_latest_activity_at,service,src/app/workline/services/runtime_query_service.py,_latest_activity_at,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
legacy:src/app/workline/services/runtime_query_service.py:_latest_rows_subquery,service,src/app/workline/services/runtime_query_service.py,_latest_rows_subquery,workline,none,False,final,keep-contract,,,tests/contracts/workline/;tests/architecture/,phase5-tech,LOW,
